Rk,Tm▲,Year,G,W,L,T,W-L%,PF/Game,PA/Game,PC/Game,Att/game,Cmp%,yds/att,td/att,int/att,SK/ATT,Rate,Att/Game,Y/A,TD?att,Y/P,DY/P,TO/Game,Top/Game,1stD/game,Rsh1st/Game,Pass1st/game,Pen1st/game,3d/Game,3D%,4datt/game,4D%,TD/game,XP%,FGA/G,FG%,2PA/G,Pnt/Game,Y/P,OXP%,OXPM%G,OFG%,OFGM/G,OSFTG/G,OPATT/G,Cmp%,OYDS/ATT,OTD/ATT,O INT/ATT,OSK/ATT,Rate,OATT/Game,Y/A,Otd/ATT,OTOT?game,OTO/Game,Opp1stD,Opp3DConv,Opp3D%,Opp4DConv,Opp4D%,Q1/Game,Q2.game,Q3 game,Q4 game,OQ1,OQ2,OQ3,OQ4,OVER UNDER/ GAME,OU Result,,,60,COMPUTATION STATS -->,Q1,Q2,Q3,Q4,OQ1,OQ2,OQ3,OQ4,Over/Under,Opp4DAtt,Opp3DAtt,1stDOpp,Yds,TD,Int,Sk,Att,TD,TO,Tot,FGM,2PA,Pnt,XPA,XPM,Att,Md,Att,Sfty,4DAtt,Pass,Pen,3DAtt,TD,XPA,XPM,FGA,TO,Att,Rsh,ToP,1stD,TD,,Sk,PA,TD,PF,Cmp,PD,PC,Att,Yds,Int,,,,
BUF2001,BUF,2001,9.00,1.00,8.00,0.00,0.11,17.00,26.56,43.56,34.89,61.10,6.11,0.04,0.03,0.11,79.80,25.33,3.99,0.01,4.91,5.42,2.11,0.02,18.67,4.67,11.56,2.44,13.33,0.36,1.56,0.50,1.89,1.00,2.33,0.57,0.44,4.33,19.46,1.00,3.22,0.67,1.33,0.00,26.22,66.10,6.88,0.06,0.02,0.09,99.10,28.89,4.53,0.04,311.33,1.00,17.89,12.22,0.41,0.22,0.00,1.78,6.44,2.22,6.56,6.89,6.44,7.33,5.89,39.44,4.00,5.00,0.00,39,,16,58,20,59,62,58,66,53,355,2,110,161,1624,14,5,21,260,11,9,2802,12,4,39,29,29,18,12,236,0,14,104,22,120,17,13,13,21,19,228,42,4:27:43,168,4,,34,239,11,153,192,-86,392,314,1920,10,,,,
CAR2001,CAR,2001,10.00,1.00,9.00,0.00,0.10,15.40,24.20,39.60,34.70,56.50,5.24,0.03,0.04,0.05,64.20,21.30,3.59,0.01,4.49,5.79,2.10,0.02,13.20,3.50,8.60,1.10,13.50,0.30,0.80,0.13,1.70,0.93,1.50,0.87,0.30,6.40,34.27,0.96,2.50,0.83,1.50,0.00,33.70,59.10,7.15,0.05,0.05,0.04,75.60,31.70,4.59,0.03,386.20,2.70,19.50,14.10,0.40,0.70,0.71,3.30,4.60,3.60,3.90,4.80,5.30,7.60,5.90,41.10,3.00,7.00,0.00,CAR,,33,46,36,39,48,53,76,59,411,7,141,195,2408,16,18,13,317,8,27,3862,13,3,64,26,25,18,15,337,0,8,86,11,135,17,14,13,15,21,213,35,4:40:29,132,3,,16,242,9,154,196,-88,396,347,1820,14,,,,
CHI2001,CHI,2001,9.00,7.00,2.00,0.00,0.78,22.33,15.44,37.78,36.11,63.40,5.86,0.04,0.04,0.03,78.10,27.78,3.48,0.02,4.73,5.23,2.00,0.02,18.67,5.33,11.67,1.67,14.00,0.37,1.11,0.50,2.56,1.00,1.78,0.81,0.11,5.00,23.44,1.00,1.56,0.69,1.22,0.00,35.67,62.60,7.06,0.03,0.03,0.07,81.40,23.89,3.02,0.01,323.89,2.22,18.22,12.89,0.39,1.11,0.20,1.67,5.89,5.22,8.22,3.00,2.78,5.44,4.22,37.50,3.00,6.00,0.00,40,,15,53,47,74,27,25,49,38,337.5,10,116,164,2265,9,10,21,215,3,20,2915,13,1,45,14,14,16,11,321,0,10,105,15,126,23,20,20,16,18,250,48,4:42:32,168,5,,11,139,14,201,206,62,340,325,1903,13,,,,
CIN2001,CIN,2001,9.00,4.00,5.00,0.00,0.44,15.56,20.67,36.22,35.89,56.00,5.35,0.03,0.03,0.05,68.90,27.44,3.93,0.02,4.61,5.01,1.56,0.02,17.56,6.00,10.33,1.22,15.33,0.40,1.00,0.11,1.78,1.00,1.78,0.56,0.11,5.67,24.88,1.00,2.22,0.83,1.11,0.11,32.78,59.70,5.89,0.04,0.02,0.07,84.60,27.11,4.39,0.03,312.00,1.67,18.00,13.22,0.37,1.00,0.44,1.89,4.89,4.44,4.33,3.67,4.89,7.00,5.11,37.06,5.00,4.00,0.00,45,,17,44,40,39,33,44,63,46,333.5,9,119,162,1738,13,6,21,244,8,15,2808,9,1,51,20,20,12,10,295,1,9,93,11,138,16,15,15,16,14,247,54,4:30:06,158,6,,15,186,9,140,181,-46,326,323,1728,10,,,,
CLE2001,CLE,2001,9.00,5.00,4.00,0.00,0.56,19.00,16.67,35.67,27.33,58.10,5.76,0.04,0.03,0.12,79.40,28.11,3.11,0.02,4.18,4.59,1.33,0.02,14.89,4.89,8.33,1.67,13.33,0.32,0.44,1.00,2.11,1.00,1.67,0.80,0.00,6.67,30.77,1.00,1.22,0.81,1.89,0.00,39.89,54.60,4.98,0.02,0.06,0.07,54.80,29.00,4.49,0.01,329.11,2.67,19.44,15.33,0.37,1.78,0.31,4.78,5.56,4.56,4.11,1.00,2.89,6.00,5.78,34.44,7.00,2.00,0.00,44,,43,50,41,37,9,26,54,52,310,16,138,175,1789,8,20,26,261,3,24,2962,12,0,60,11,11,21,17,359,0,4,75,15,120,19,19,19,15,12,253,44,4:21:46,134,5,,29,150,11,171,143,21,321,246,1417,8,,,,
DAL2001,DAL,2001,9.00,2.00,7.00,0.00,0.22,14.67,22.56,37.22,25.22,49.80,4.71,0.04,0.07,0.09,50.90,30.67,4.60,0.01,4.47,4.66,2.89,0.02,14.56,6.44,6.22,1.89,13.00,0.29,1.11,0.40,1.56,1.00,2.22,0.60,0.22,4.78,19.19,0.95,2.22,0.77,1.89,0.00,29.89,61.30,6.20,0.05,0.02,0.06,87.00,30.78,3.45,0.02,291.78,2.22,17.44,13.56,0.40,0.56,0.40,2.44,5.67,2.67,3.89,4.56,8.11,4.00,5.56,36.50,5.00,4.00,0.00,60,,22,51,24,35,41,73,36,50,328.5,5,122,157,1669,13,6,17,277,6,20,2626,12,2,43,21,20,22,17,269,0,10,56,17,117,14,12,12,20,26,276,58,4:27:22,131,2,,20,203,9,132,113,-71,335,227,1070,15,,,,
DEN2001,DEN,2001,10.00,5.00,5.00,0.00,0.50,22.80,21.50,44.30,32.00,61.90,6.38,0.06,0.04,0.08,86.40,29.80,3.80,0.01,4.92,5.03,1.70,0.02,19.20,6.40,11.20,1.60,13.70,0.37,0.80,0.38,2.50,1.00,2.00,0.85,0.40,5.10,28.43,0.96,2.30,0.93,1.40,0.00,31.70,59.30,6.34,0.05,0.05,0.07,75.60,26.30,3.86,0.02,302.30,2.50,18.10,12.00,0.34,0.40,0.50,3.70,8.10,5.60,5.40,4.00,6.70,4.10,6.70,44.15,5.00,5.00,0.00,40,,37,81,56,54,40,67,41,67,441.5,4,120,181,2009,16,16,21,263,5,25,3023,17,4,51,24,23,15,14,317,0,8,112,16,137,25,21,21,20,17,298,64,5:10:05,192,4,,27,215,19,228,198,13,443,320,2040,12,,,,
DET2001,DET,2001,9.00,0.00,9.00,0.00,0.00,18.33,29.11,47.44,40.00,58.60,6.21,0.04,0.05,0.10,69.20,20.44,3.44,0.01,4.94,5.71,2.78,0.02,18.89,4.33,12.33,2.22,13.22,0.33,1.78,0.44,2.11,1.00,1.56,0.79,0.33,4.33,24.54,1.00,3.56,0.67,1.11,0.00,31.11,65.40,7.30,0.07,0.04,0.08,98.10,30.00,4.50,0.03,362.33,1.56,20.89,12.78,0.44,0.67,0.33,1.78,5.22,6.11,5.22,6.56,9.11,6.22,7.22,41.28,5.00,4.00,0.00,40,,16,47,55,47,59,82,56,65,371.5,6,115,188,2045,20,10,21,270,9,14,3261,11,3,39,32,32,15,10,280,0,16,111,20,119,19,16,16,14,25,184,39,4:13:27,170,4,,37,262,13,165,211,-97,427,360,2235,19,,,,
GNB2001,GNB,2001,9.00,6.00,3.00,0.00,0.67,23.11,15.56,38.67,32.22,64.10,7.59,0.07,0.04,0.04,91.40,25.78,4.19,0.01,5.94,4.41,2.00,0.02,17.78,4.44,12.22,1.11,12.67,0.41,0.67,0.50,2.78,1.00,1.89,0.65,0.22,4.33,19.92,1.00,1.33,0.93,1.56,0.00,34.22,60.40,5.34,0.02,0.03,0.11,74.40,23.78,3.79,0.02,272.67,2.11,16.11,14.33,0.40,1.00,0.22,4.22,5.56,7.33,6.00,2.44,6.67,1.44,5.00,39.50,4.00,5.00,0.00,GNB,,38,50,66,54,22,60,13,45,355.5,9,129,145,1644,7,8,34,214,5,19,2454,11,2,39,12,12,15,14,308,0,6,110,10,114,25,23,23,17,18,232,40,4:27:34,160,4,,12,140,19,208,186,68,348,290,2202,13,,,,
IND2001,IND,2001,9.00,4.00,5.00,0.00,0.44,27.11,28.67,55.78,33.00,64.60,7.56,0.06,0.04,0.07,91.80,29.22,4.37,0.03,5.85,5.67,2.22,0.02,21.67,7.11,12.56,2.00,13.33,0.45,0.44,0.75,3.22,0.96,2.00,0.78,0.33,4.44,28.53,1.00,3.11,0.84,1.78,0.00,30.22,60.70,7.29,0.06,0.02,0.08,94.50,28.78,4.48,0.04,349.11,1.33,19.11,12.89,0.41,1.00,0.33,4.11,10.56,7.67,4.78,4.22,10.89,4.11,9.44,46.39,7.00,2.00,0.00,45,,37,95,69,43,38,98,37,85,417.5,9,116,172,1982,15,6,23,259,10,12,3142,14,3,40,28,28,19,16,272,0,4,113,18,120,29,25,24,18,20,263,64,4:38:44,195,9,,20,258,17,244,192,-14,502,297,2245,12,,,,
JAX2001,JAX,2001,9.00,3.00,6.00,0.00,0.33,16.78,16.44,33.22,31.89,59.60,6.18,0.04,0.02,0.10,85.80,21.44,4.07,0.02,5.03,4.88,1.44,0.02,16.89,4.78,10.33,1.78,11.22,0.29,0.89,0.13,2.00,1.00,1.44,0.62,0.11,5.44,26.73,1.00,1.44,0.71,1.67,0.00,34.00,66.30,6.33,0.02,0.02,0.09,84.80,31.00,3.81,0.03,333.22,1.22,19.44,14.89,0.42,0.89,0.25,1.44,6.33,6.89,2.11,3.33,5.00,2.67,5.44,36.50,5.00,4.00,0.00,60,,13,57,62,19,30,45,24,49,328.5,8,134,175,1936,6,6,29,279,8,11,2999,8,1,49,13,13,21,15,306,0,8,93,16,101,18,17,17,13,13,193,43,3:56:28,152,5,,29,148,11,151,171,3,299,287,1773,5,,,,
KAN2001,KAN,2001,9.00,2.00,7.00,0.00,0.22,19.00,22.11,41.11,35.33,53.80,6.45,0.03,0.05,0.06,63.80,24.89,4.72,0.03,5.53,5.19,2.11,0.02,19.22,6.67,11.44,1.11,12.67,0.35,1.00,0.33,2.11,0.94,1.56,0.86,0.33,5.33,23.19,1.00,2.00,0.90,2.11,0.00,30.89,58.30,6.10,0.03,0.03,0.05,76.70,31.11,4.56,0.03,330.44,1.56,18.44,14.44,0.42,0.67,0.83,2.11,6.89,2.67,7.33,2.11,5.56,7.56,6.89,41.28,5.00,4.00,0.00,45,,19,62,24,66,19,50,68,62,371.5,6,130,166,1696,9,8,15,280,9,14,2974,12,3,48,18,18,21,19,278,0,9,103,10,114,19,16,15,14,19,224,60,4:13:27,173,9,,20,199,9,171,171,-28,370,318,2052,16,,,,
MIA2001,MIA,2001,9.00,6.00,3.00,0.00,0.67,20.00,20.56,40.56,28.56,61.50,7.23,0.04,0.06,0.04,71.80,31.78,3.36,0.03,5.10,4.77,2.89,0.02,16.00,5.89,9.67,0.44,13.89,0.45,0.78,0.57,2.22,1.00,1.56,0.93,0.11,4.78,27.63,0.95,2.22,0.73,1.22,0.00,28.56,55.30,6.00,0.05,0.02,0.09,84.00,25.44,3.85,0.02,269.22,1.33,16.56,12.22,0.33,0.56,0.40,4.56,7.44,3.00,5.00,3.33,6.44,6.11,4.67,38.17,5.00,3.00,1.00,MIA,,41,67,27,45,30,58,55,42,343.5,5,110,149,1541,14,6,22,229,4,12,2423,13,1,43,21,20,15,11,257,0,7,87,4,125,20,19,19,14,26,286,53,4:45:57,144,7,,10,185,9,180,158,-5,365,257,1857,15,,,,
MIN2001,MIN,2001,9.00,4.00,5.00,0.00,0.44,20.33,25.44,45.78,34.00,64.70,6.80,0.05,0.04,0.10,87.10,24.00,4.16,0.03,5.38,5.97,2.56,0.02,19.56,5.56,12.33,1.67,12.22,0.45,1.44,0.46,2.56,0.95,0.89,0.88,0.44,3.67,23.48,1.00,2.44,0.83,2.11,0.00,32.67,62.20,7.28,0.04,0.02,0.05,90.30,26.44,4.70,0.04,362.00,1.22,20.56,11.44,0.38,0.67,0.67,3.44,6.33,5.11,5.44,4.78,7.33,6.67,6.67,42.94,4.00,4.00,1.00,MIN,,31,57,46,49,43,66,60,60,386.5,6,103,185,2139,13,7,14,238,10,11,3258,7,4,33,22,22,23,19,294,0,13,111,15,110,23,19,18,8,23,216,50,4:32:14,176,8,,32,229,14,183,198,-46,412,306,2080,11,,,,
NOR2001,NOR,2001,9.00,5.00,4.00,0.00,0.56,23.22,20.22,43.44,34.67,54.80,6.29,0.04,0.02,0.09,83.50,30.00,4.09,0.02,5.03,5.58,1.44,0.02,19.00,6.44,10.89,1.67,14.78,0.37,1.00,0.33,2.22,1.00,2.67,0.96,0.33,5.11,28.41,1.00,2.00,0.86,1.33,0.00,30.22,61.00,7.20,0.06,0.04,0.09,85.20,24.00,4.17,0.02,317.67,2.56,15.78,12.22,0.37,0.89,0.13,2.44,6.67,9.00,5.11,6.78,6.33,1.56,5.56,42.61,4.00,5.00,0.00,NOR,,22,60,81,46,61,57,14,50,383.5,8,110,142,1958,15,12,24,216,5,23,2859,23,3,46,18,18,14,12,272,0,9,98,15,133,20,16,16,24,13,270,58,4:36:28,171,5,,28,182,14,209,171,27,391,312,1964,6,,,,
NWE2001,NWE,2001,10.00,5.00,5.00,0.00,0.50,22.30,19.50,41.80,31.60,63.30,6.10,0.05,0.03,0.09,84.80,27.20,3.75,0.03,4.80,5.30,2.10,0.02,18.10,5.90,10.00,2.20,13.60,0.41,1.20,0.42,2.60,0.96,1.70,0.82,0.00,4.20,23.00,1.00,1.70,0.67,1.60,0.00,31.90,58.60,6.76,0.04,0.03,0.09,79.50,28.70,4.20,0.02,335.90,1.70,18.90,13.30,0.38,0.80,0.50,5.10,8.00,3.00,5.90,3.40,4.20,7.20,4.70,41.05,6.00,4.00,0.00,40,,51,80,30,59,34,42,72,47,410.5,8,133,189,2155,12,11,28,287,6,17,3359,14,0,42,17,17,24,16,319,0,12,100,22,136,26,26,25,17,21,272,59,4:59:41,181,8,,27,195,15,223,200,28,418,316,1929,10,,,,
NYG2001,NYG,2001,10.00,5.00,5.00,0.00,0.50,18.10,17.80,35.90,32.70,59.00,6.54,0.04,0.04,0.08,77.10,28.00,3.68,0.02,5.00,4.90,2.10,0.02,18.50,5.80,11.50,1.20,13.50,0.36,0.70,0.57,2.00,0.95,2.00,0.70,0.00,5.70,27.74,1.00,1.70,0.75,1.50,0.00,33.50,56.70,6.32,0.04,0.04,0.10,76.40,25.10,3.63,0.01,302.90,2.20,16.70,13.80,0.29,1.20,0.67,3.30,7.40,1.70,5.40,4.70,4.70,2.90,5.50,38.65,3.00,6.00,1.00,48,,33,74,17,54,47,47,29,55,386.5,12,138,167,2118,14,13,32,251,2,22,3029,14,0,57,17,17,20,15,335,0,7,115,12,135,20,20,19,20,21,280,58,5:05:58,185,6,,27,178,13,181,193,3,359,327,2138,13,,,,
NYJ2001,NYJ,2001,10.00,7.00,3.00,0.00,0.70,20.80,18.20,39.00,26.30,59.30,5.74,0.04,0.02,0.05,80.10,29.30,4.58,0.04,5.01,4.91,1.10,0.02,16.60,6.60,8.60,1.40,12.10,0.35,0.70,0.43,2.50,1.00,1.40,0.79,0.00,5.70,28.14,0.95,1.80,0.92,1.20,0.10,32.80,59.10,5.53,0.03,0.05,0.08,64.60,29.80,4.64,0.02,319.80,3.30,17.60,14.20,0.44,1.10,0.55,5.50,5.20,6.40,3.70,2.50,8.40,3.90,3.40,40.75,3.00,6.00,1.00,48,,55,52,64,37,25,84,39,34,407.5,11,142,176,1815,10,17,25,298,7,33,3198,11,0,57,19,18,13,12,328,1,7,86,14,121,25,25,25,14,11,293,66,4:54:23,166,10,,13,182,10,208,156,26,390,263,1509,6,,,,
OAK2001,OAK,2001,9.00,7.00,2.00,0.00,0.78,27.78,21.22,49.00,33.22,65.90,6.88,0.05,0.01,0.05,100.70,29.56,3.70,0.03,5.24,5.14,1.11,0.02,20.33,6.67,12.11,1.56,13.33,0.43,0.56,0.80,3.11,1.00,2.11,0.95,0.22,4.44,27.40,0.94,1.89,0.63,1.11,0.00,33.44,54.20,5.77,0.03,0.03,0.07,71.20,26.00,4.76,0.05,316.89,1.56,19.33,12.89,0.28,1.56,0.57,6.33,7.56,7.33,6.56,2.56,4.78,6.22,7.67,43.17,6.00,3.00,0.00,OAK,,57,68,66,59,23,43,56,69,388.5,14,116,174,1737,10,9,20,234,11,14,2852,18,2,40,18,17,16,10,301,0,5,109,14,120,28,26,26,19,10,266,60,4:43:58,183,9,,15,191,15,250,197,59,441,299,2058,2,,,,
PHI2001,PHI,2001,9.00,6.00,3.00,0.00,0.67,25.44,13.11,38.56,32.11,58.80,5.98,0.06,0.02,0.09,89.90,26.33,4.73,0.02,5.16,4.40,1.44,0.02,17.44,6.89,9.22,1.33,13.67,0.33,0.89,0.88,2.89,0.96,2.00,0.89,0.00,5.67,32.02,1.00,1.11,0.75,1.33,0.00,32.11,55.40,5.14,0.03,0.03,0.10,70.20,28.11,4.07,0.01,279.44,2.22,16.22,14.56,0.29,1.22,0.64,3.78,12.33,2.56,6.78,4.11,4.00,1.11,3.56,38.94,3.00,5.00,1.00,PHI,,34,111,23,61,37,36,10,32,350.5,11,131,146,1486,8,8,30,253,3,20,2515,16,0,51,10,10,16,12,289,0,8,83,12,123,26,26,25,18,13,237,62,4:23:43,157,6,,26,118,16,229,170,111,347,289,1729,5,,,,
PIT2001,PIT,2001,9.00,7.00,2.00,0.00,0.78,17.22,10.78,28.00,27.89,60.60,6.26,0.02,0.02,0.08,80.60,35.33,5.14,0.03,5.44,4.01,1.22,0.02,18.67,8.78,9.00,0.89,13.78,0.40,0.89,0.50,1.56,1.00,2.89,0.73,0.00,4.33,28.69,1.00,1.11,0.50,0.56,0.22,29.89,56.90,5.15,0.03,0.03,0.14,73.90,22.67,3.27,0.01,228.00,1.44,15.22,12.56,0.31,0.78,0.57,2.56,5.78,4.89,3.67,1.00,4.78,1.11,3.89,35.17,2.00,7.00,0.00,PIT,,23,52,44,33,9,43,10,35,316.5,7,113,137,1385,8,7,39,204,2,13,2052,19,0,39,10,10,10,5,269,2,8,81,8,124,14,14,14,26,11,318,79,5:00:58,168,7,,21,97,5,155,152,58,252,251,1571,4,,,,
SDG2001,SDG,2001,10.00,5.00,5.00,0.00,0.50,24.60,20.60,45.20,31.00,54.50,6.45,0.03,0.03,0.05,73.40,29.10,3.86,0.04,5.08,4.73,1.60,0.02,17.80,5.90,10.30,1.60,13.50,0.35,0.20,1.00,2.70,1.00,2.70,0.74,0.10,4.90,22.43,0.91,2.00,0.76,1.60,0.00,34.50,59.10,6.13,0.05,0.04,0.08,78.40,28.10,3.49,0.02,309.50,2.30,18.70,13.80,0.36,0.90,0.44,5.40,3.50,6.40,9.30,2.90,8.10,2.20,7.10,39.40,7.00,3.00,0.00,SDG,,54,35,64,93,29,81,22,71,394,9,138,187,2114,16,13,28,281,7,23,3095,20,1,49,22,20,21,16,345,0,2,103,16,135,27,24,24,27,16,291,59,5:02:48,178,12,,14,206,9,246,169,40,452,310,1999,9,,,,
SEA2001,SEA,2001,9.00,5.00,4.00,0.00,0.56,19.44,22.78,42.22,27.78,56.80,6.05,0.03,0.03,0.12,75.50,29.22,4.57,0.04,4.99,5.02,1.67,0.02,17.78,7.44,8.56,1.78,12.78,0.38,0.89,0.50,2.11,1.00,2.22,0.70,0.00,4.67,25.14,1.00,2.44,0.79,1.67,0.00,33.44,63.10,6.43,0.05,0.02,0.07,90.50,26.89,3.69,0.02,314.22,1.78,18.56,14.00,0.45,0.56,0.60,4.44,6.11,5.33,3.56,2.89,10.44,4.89,4.56,38.83,7.00,2.00,0.00,SEA,,40,55,48,32,26,94,44,41,349.5,5,126,167,1935,15,7,20,242,4,16,2828,14,0,42,22,22,19,15,301,0,8,77,16,115,19,19,19,20,15,263,67,4:27:53,160,10,,31,205,7,175,142,-30,380,250,1513,7,,,,
SFO2001,SFO,2001,9.00,7.00,2.00,0.00,0.78,25.22,22.67,47.89,35.33,65.10,6.90,0.06,0.03,0.05,95.20,31.22,4.64,0.02,5.69,5.28,1.56,0.02,21.89,7.67,13.00,1.22,13.67,0.46,0.78,0.71,3.00,1.00,1.78,0.81,0.11,4.33,22.03,1.00,1.56,0.90,2.00,0.11,35.00,56.80,6.18,0.04,0.02,0.04,80.80,24.22,4.26,0.02,319.44,1.22,18.44,12.67,0.39,0.78,0.57,2.33,8.56,6.11,6.89,6.00,5.00,5.11,5.89,44.78,5.00,4.00,0.00,SFO,,21,77,55,62,54,45,46,53,403,7,114,166,1947,13,7,12,218,5,11,2875,13,1,39,14,14,20,18,315,1,7,117,11,123,27,24,24,16,14,281,69,5:06:16,197,5,,16,204,20,227,207,23,431,318,2195,9,,,,
STL2001,STL,2001,9.00,8.00,1.00,0.00,0.89,31.00,16.22,47.22,36.78,68.90,8.04,0.05,0.04,0.06,96.30,25.67,5.02,0.04,6.56,4.79,3.00,0.02,22.67,6.33,15.22,1.11,12.56,0.50,0.56,0.80,3.78,1.00,1.78,0.88,0.33,2.78,41.20,1.00,1.56,0.83,1.11,0.00,31.67,64.90,5.98,0.04,0.05,0.09,78.20,22.11,3.69,0.02,271.00,2.44,14.56,12.44,0.29,1.56,0.57,8.67,9.89,5.22,6.89,3.00,4.33,3.56,5.33,46.89,5.00,4.00,0.00,STL,,78,89,47,62,27,39,32,48,422,14,112,131,1704,12,13,25,199,3,22,2439,14,3,25,14,14,12,10,285,0,5,137,10,113,34,31,31,16,27,231,57,4:54:35,204,13,,20,146,18,279,228,133,425,331,2660,13,,,,
TAM2001,TAM,2001,9.00,4.00,5.00,0.00,0.44,20.33,18.11,38.44,37.67,63.40,6.01,0.03,0.02,0.09,83.70,23.44,3.42,0.03,4.75,5.06,1.33,0.02,19.44,4.78,12.89,1.78,13.89,0.35,1.22,0.64,2.22,1.00,1.89,0.82,0.11,5.11,28.17,1.00,1.67,0.86,1.33,0.00,28.78,59.10,6.42,0.04,0.06,0.08,67.20,27.11,4.05,0.03,294.56,2.22,16.11,13.11,0.40,0.78,0.29,1.78,7.44,4.11,7.00,2.67,3.78,6.44,4.89,36.28,4.00,5.00,0.00,TAM,,16,67,37,63,24,34,58,44,326.5,7,118,145,1662,10,16,21,244,7,20,2651,14,1,46,15,15,14,12,259,0,11,116,16,125,20,19,19,17,12,211,43,4:40:58,175,9,,31,163,9,183,215,20,346,339,2037,6,,,,
TEN2001,TEN,2001,9.00,4.00,5.00,0.00,0.44,17.67,22.56,40.22,33.56,57.00,5.76,0.03,0.04,0.09,69.40,28.22,3.56,0.01,4.54,5.36,1.78,0.02,17.22,5.44,10.22,1.56,15.56,0.39,0.89,0.13,1.89,0.93,2.22,0.65,0.22,6.00,28.78,1.00,2.56,0.80,1.33,0.00,32.78,56.60,7.42,0.04,0.02,0.07,88.10,26.67,3.30,0.04,331.22,1.44,18.11,13.22,0.30,1.00,0.44,3.33,3.67,5.11,5.22,3.78,8.00,4.44,6.33,35.89,5.00,4.00,0.00,TEN,,30,33,46,47,34,72,40,57,323,9,119,163,2188,13,6,21,240,10,13,2981,13,2,54,23,23,15,12,295,0,8,92,14,140,17,15,14,20,16,254,49,4:43:03,155,4,,26,203,9,159,172,-44,362,302,1740,12,,,,
WAS2001,WAS,2001,9.00,4.00,5.00,0.00,0.44,14.22,22.56,36.78,26.22,52.50,5.69,0.04,0.03,0.09,72.20,26.44,4.14,0.00,4.70,5.14,2.22,0.02,13.11,5.22,6.89,1.00,13.00,0.32,0.56,0.20,1.44,1.00,1.56,0.86,0.11,6.33,26.82,1.00,2.56,0.88,1.56,0.00,31.56,58.10,6.74,0.05,0.05,0.05,74.60,33.33,3.87,0.02,341.44,2.44,20.11,13.67,0.43,0.78,0.29,3.33,2.89,2.89,4.78,3.78,8.22,2.67,7.89,37.28,3.00,6.00,0.00,WAS,,30,26,26,43,34,74,24,71,335.5,7,123,181,1913,13,14,14,300,7,22,3073,12,1,57,23,23,16,14,284,0,5,62,9,117,13,12,12,14,20,238,47,4:07:47,118,1,,22,203,10,128,124,-75,331,236,1344,8,,,,
ARI2000,ARI,2000,9.00,3.00,6.00,0.00,0.33,16.33,27.33,43.67,34.89,58.60,6.05,0.03,0.05,0.04,68.00,23.33,3.90,0.02,5.08,5.48,2.78,0.02,17.22,5.22,10.33,1.67,12.11,0.39,1.56,0.36,1.78,1.00,1.89,0.76,0.33,3.67,28.88,0.96,3.00,0.79,1.67,0.00,29.00,63.60,6.99,0.03,0.02,0.05,90.30,34.00,4.41,0.06,352.44,1.11,20.56,13.56,0.46,0.89,0.63,2.22,4.67,4.00,5.44,7.33,8.89,5.22,5.89,41.11,4.00,5.00,0.00,ARI,,20,42,36,49,66,80,47,53,370,8,122,185,1824,9,4,12,306,17,10,3172,13,3,33,28,27,19,15,261,0,14,93,15,109,16,12,12,17,25,210,47,4:07:49,155,5,,11,246,10,147,184,-99,393,314,1901,15,,,,
ATL2000,ATL,2000,10.00,3.00,7.00,0.00,0.30,17.60,27.70,45.30,33.60,56.80,5.80,0.03,0.04,0.11,71.60,20.70,3.30,0.01,4.55,5.62,2.20,0.02,16.40,3.40,10.90,2.10,12.00,0.29,0.90,0.33,1.80,1.00,2.20,0.73,0.20,5.00,25.42,1.00,2.50,0.94,1.60,0.00,33.40,58.70,6.99,0.06,0.04,0.07,82.80,28.30,4.43,0.04,358.90,2.00,20.40,12.30,0.38,1.20,0.50,3.60,5.60,3.80,4.60,6.00,9.00,5.70,7.00,46.45,6.00,3.00,1.00,55,,36,56,38,46,60,90,57,70,464.5,12,123,204,2334,19,14,22,283,10,20,3589,16,2,50,25,25,17,16,334,0,9,109,21,120,18,16,16,22,22,207,34,4:51:43,164,4,,36,277,10,176,191,-101,453,336,1948,12,,,,
BAL2000,BAL,2000,10.00,6.00,4.00,0.00,0.60,16.70,10.50,27.20,34.70,55.60,5.28,0.03,0.03,0.07,71.10,28.40,4.39,0.01,4.70,4.26,1.40,0.02,18.40,6.20,10.80,1.40,14.10,0.36,0.50,0.20,1.30,1.00,2.70,0.93,0.10,5.30,25.70,0.82,0.90,0.83,1.00,0.00,30.10,57.80,5.84,0.02,0.04,0.07,64.50,24.40,2.70,0.02,241.60,2.60,13.60,13.10,0.35,1.10,0.18,3.20,6.60,3.00,3.90,2.30,1.90,3.30,3.00,35.55,2.00,8.00,0.00,45,,32,66,30,39,23,19,33,30,355.5,11,131,136,1757,6,13,22,244,4,26,2416,25,1,53,11,9,12,10,301,0,5,108,14,141,13,12,12,27,14,284,62,5:24:33,184,2,,25,105,11,167,193,62,272,347,1833,10,,,,
